site;mois;poids
FRA004;1;1,456
FRA005;1;2,406
FRA008;1;0,557
FRA009;1;3,328
FRA010;1;0,38
FRA012;1;2,35
FRA013;1;3,551
FRA014;1;1,292
FRA015;1;1,465
FRA017;1;1,809
FRA018;1;1,562
FRA020;1;1,596
FRA021;1;1,293
FRA022;1;3,789
FRA026;1;2,126
FRA027;1;1,888
FRA028;1;2,2
FRA029;1;2,657
FRA030;1;1,352
FRA031;1;0,912
FRA032;1;0,578
FRA033;1;1,568
FRA035;1;4,505
FRA036;1;4,223
FRA038;1;0,68
FRA039;1;1,163
FRA042;1;2,018
FRA046;1;0,801
FRA048;1;0,277
FRA050;1;2,955
FRA051;1;3,31
FRA053;1;0,85
FRA054;1;2,098
FRA055;1;1,402
FRA057;1;0,77
FRA060;1;0,73
FRA066;1;2,176
FRA069;1;0,83
FRA071;1;2,372
FRA072;1;1,189
FRA073;1;0,62
FRA075;1;1,723
FRA076;1;5,824
FRA077;1;1,61
FRA083;1;0,263
FRA086;1;1,477
FRA087;1;1,086
FRA088;1;1,523
FRA089;1;1,334
FRA092;1;1,002
FRA095;1;0,845
FRA096;1;0,1
FRA100;1;2,865
FRA102;1;1,78
FRA105;1;1,009
FRA106;1;1,072
FRA107;1;1,76
FRA109;1;1,777
FRA110;1;1,131
FRA111;1;0,972
FRA112;1;0,633
FRA113;1;2,389
FRA115;1;2,3
FRA116;1;0,227
FRA118;1;2,592
FRA119;1;0,4
FRA121;1;0,999
FRA186;1;1,207
FRA195;1;2,549
FRA197;1;0,9
FRA200;1;2,515
FRA206;1;1,215
FRA208;1;1,05
FRA210;1;1,2
FRA212;1;0,247
FRA215;1;1,414
FRA251;1;0,836
FRA253;1;0,923
FRA301;1;0,724
FRA303;1;1,052
FRA306;1;0,6
FRA307;1;1,353
FRA309;1;4,1
FRA310;1;1,697
FRA312;1;2,473
FRA313;1;0,856
FRA314;1;0,816
FRA315;1;0,928
FRA316;1;1,915
FRA318;1;0,504
FRA319;1;0,717
FRA320;1;1,384
FRA321;1;0,853
FRA323;1;0,69
FRA324;1;0,684
FRA325;1;0,625
FRA328;1;2,534
FRA329;1;0,576
FRA330;1;1,411
FRA331;1;0,94
FRA332;1;1,7
FRA333;1;1,945
FRA334;1;0,995
FRA336;1;0,801
FRA337;1;2,719
FRA338;1;0,228
FRA339;1;0,412
FRA342;1;0,227
FRA343;1;1,664
FRA344;1;0,721
FRA345;1;1,306
FRA346;1;0,809
FRA347;1;1,235
FRA350;1;1,07
FRA351;1;0,6
FRA353;1;0,81
FRA354;1;0,981
FRA356;1;0,808
FRA357;1;0,57
FRA359;1;2,125
FRA360;1;0,368
FRA363;1;0,648
FRA366;1;1,507
FRA400;1;1,078
FRA401;1;1,433
FRA404;1;1,293
FRA406;1;2,157
FRA408;1;0,801
FRA004;2;1,216
FRA005;2;2,242
FRA008;2;0,251
FRA009;2;5,636
FRA010;2;0,24
FRA012;2;1,86
FRA013;2;0,711
FRA014;2;1,23
FRA015;2;0,952
FRA017;2;1,637
FRA018;2;1,008
FRA020;2;1,297
FRA021;2;0,624
FRA022;2;3,572
FRA026;2;2,117
FRA027;2;1,638
FRA028;2;2,1
FRA029;2;3,017
FRA030;2;1,076
FRA031;2;0,97
FRA032;2;0,898
FRA033;2;1,722
FRA035;2;3,618
FRA036;2;4,85
FRA039;2;1,238
FRA042;2;0,539
FRA046;2;0,807
FRA048;2;0,362
FRA050;2;2,187
FRA051;2;2,88
FRA053;2;0,871
FRA054;2;1,741
FRA055;2;1,425
FRA057;2;0,446
FRA060;2;0,51
FRA066;2;1,412
FRA069;2;0,54
FRA071;2;1,377
FRA072;2;1,325
FRA073;2;0,763
FRA075;2;1,653
FRA076;2;1,821
FRA077;2;1,77
FRA083;2;0,209
FRA086;2;2,401
FRA087;2;1,114
FRA088;2;2,504
FRA089;2;1,127
FRA092;2;0,887
FRA093;2;0,993
FRA095;2;0,66
FRA100;2;2,851
FRA102;2;1,44
FRA105;2;0,834
FRA106;2;1,283
FRA107;2;2,229
FRA109;2;0,897
FRA110;2;1,307
FRA111;2;1,032
FRA112;2;0,671
FRA113;2;2,71
FRA115;2;3,05
FRA118;2;2,264
FRA119;2;1,75
FRA121;2;1,236
FRA186;2;0,965
FRA195;2;2,385
FRA197;2;0,8
FRA200;2;1,928
FRA206;2;1,191
FRA208;2;1,28
FRA210;2;1,2
FRA215;2;1,514
FRA251;2;0,772
FRA253;2;1,125
FRA301;2;0,73
FRA303;2;0,699
FRA306;2;0,3
FRA307;2;0,869
FRA309;2;3,257
FRA310;2;1,155
FRA312;2;1,815
FRA313;2;0,772
FRA314;2;0,591
FRA315;2;1,437
FRA316;2;1,878
FRA318;2;0,578
FRA319;2;0,666
FRA320;2;1,423
FRA321;2;0,632
FRA323;2;0,974
FRA324;2;0,663
FRA325;2;0,581
FRA328;2;1,396
FRA329;2;1,017
FRA330;2;0,943
FRA331;2;3,856
FRA332;2;1,02
FRA333;2;1,856
FRA334;2;0,331
FRA336;2;0,807
FRA337;2;2,72
FRA338;2;0,167
FRA339;2;0,654
FRA342;2;1,191
FRA343;2;0,941
FRA344;2;0,697
FRA345;2;1,304
FRA346;2;0,852
FRA347;2;0,477
FRA350;2;0,91
FRA353;2;0,629
FRA354;2;0,784
FRA356;2;0,766
FRA357;2;0,647
FRA359;2;1,565
FRA360;2;0,173
FRA363;2;0,421
FRA366;2;1,389
FRA400;2;1,155
FRA401;2;1,032
FRA404;2;1,255
FRA406;2;2,308
FRA408;2;0,807
FRA004;3;1,321
FRA005;3;2,332
FRA007;3;3,1
FRA008;3;0,829
FRA009;3;5,126
FRA010;3;0,425
FRA012;3;2,875
FRA013;3;0,462
FRA014;3;1,296
FRA015;3;1,413
FRA017;3;1,293
FRA018;3;1,581
FRA020;3;1,723
FRA021;3;1,066
FRA022;3;3,118
FRA026;3;2,799
FRA027;3;1,813
FRA028;3;2,2
FRA029;3;1,763
FRA030;3;1,753
FRA031;3;1,787
FRA032;3;0,726
FRA033;3;2,159
FRA035;3;3,952
FRA036;3;6,2
FRA039;3;1,595
FRA042;3;1,027
FRA046;3;1,098
FRA048;3;0,421
FRA050;3;1,552
FRA051;3;3,85
FRA053;3;1,519
FRA054;3;1,974
FRA055;3;1,648
FRA057;3;0,631
FRA060;3;1
FRA066;3;1,639
FRA068;3;0,749
FRA069;3;0,89
FRA071;3;1,95
FRA072;3;1,076
FRA073;3;0,585
FRA075;3;2,119
FRA076;3;1,551
FRA077;3;1,65
FRA083;3;0,378
FRA086;3;3,118
FRA087;3;1,001
FRA088;3;3,069
FRA089;3;1,122
FRA092;3;1,329
FRA093;3;1,305
FRA095;3;1,009
FRA096;3;0,184
FRA100;3;2,609
FRA102;3;1,98
FRA103;3;0,6
FRA104;3;1,807
FRA105;3;1,007
FRA106;3;2,419
FRA107;3;2,058
FRA108;3;0,297
FRA109;3;1,14
FRA110;3;1,108
FRA111;3;1,29
FRA112;3;0,977
FRA113;3;2,429
FRA115;3;2,25
FRA118;3;2,741
FRA119;3;1,45
FRA121;3;0,978
FRA186;3;1,163
FRA195;3;3,926
FRA197;3;0,855
FRA200;3;2,54
FRA206;3;1,514
FRA207;3;0,132
FRA208;3;0,85
FRA210;3;1,55
FRA211;3;0,662
FRA212;3;0,2
FRA215;3;0,533
FRA251;3;1,092
FRA253;3;1,316
FRA301;3;0,771
FRA303;3;1,355
FRA306;3;0,6
FRA307;3;1,539
FRA309;3;2,527
FRA310;3;0,845
FRA312;3;2,426
FRA313;3;1,101
FRA314;3;0,454
FRA315;3;1,538
FRA316;3;1,501
FRA318;3;0,851
FRA319;3;0,859
FRA320;3;1,384
FRA321;3;0,822
FRA323;3;0,7
FRA324;3;0,774
FRA325;3;0,69
FRA328;3;1,703
FRA329;3;1,027
FRA330;3;0,31
FRA331;3;1,285
FRA332;3;1,085
FRA333;3;2,426
FRA334;3;0,975
FRA336;3;1,098
FRA337;3;2,719
FRA338;3;0,259
FRA339;3;0,826
FRA342;3;0,534
FRA343;3;1,765
FRA344;3;0,878
FRA345;3;1,266
FRA346;3;1,187
FRA347;3;1,296
FRA350;3;0,951
FRA351;3;0,295
FRA353;3;0,619
FRA354;3;1,242
FRA356;3;0,91
FRA357;3;0,46
FRA359;3;2,108
FRA360;3;0,315
FRA363;3;0,48
FRA366;3;1,298
FRA400;3;0,857
FRA401;3;1,301
FRA403;3;0,2
FRA404;3;1,356
FRA406;3;1,955
FRA408;3;1,098
FRA003;4;0,862
FRA004;4;1,851
FRA005;4;2,404
FRA007;4;1,8
FRA008;4;1,794
FRA009;4;4,112
FRA010;4;0,23
FRA012;4;2,515
FRA013;4;1,722
FRA014;4;1,591
FRA015;4;1,47
FRA017;4;1,696
FRA018;4;1,328
FRA020;4;1,365
FRA021;4;1,072
FRA022;4;2,826
FRA026;4;2,254
FRA027;4;1,431
FRA028;4;2,05
FRA029;4;2,023
FRA030;4;1,482
FRA031;4;0,443
FRA032;4;0,523
FRA033;4;2,296
FRA034;4;1,729
FRA035;4;5,903
FRA036;4;1,4
FRA039;4;1,271
FRA042;4;0,51
FRA046;4;1,581
FRA048;4;0,398
FRA049;4;0,208
FRA050;4;1,733
FRA051;4;2,047
FRA052;4;0,525
FRA053;4;1,162
FRA054;4;1,732
FRA055;4;1,592
FRA057;4;0,629
FRA066;4;1,548
FRA068;4;1,095
FRA069;4;0,8
FRA070;4;0,311
FRA071;4;2,016
FRA072;4;0,857
FRA073;4;1,058
FRA075;4;0,375
FRA076;4;0,955
FRA079;4;1,184
FRA083;4;0,838
FRA086;4;2,855
FRA087;4;1,67
FRA088;4;2,483
FRA089;4;0,751
FRA090;4;0,933
FRA091;4;1,261
FRA092;4;1,55
FRA093;4;1,433
FRA095;4;0,453
FRA096;4;0,926
FRA100;4;3,86
FRA102;4;1,396
FRA103;4;1,269
FRA104;4;0,849
FRA105;4;0,984
FRA106;4;2,448
FRA107;4;2,087
FRA111;4;1,122
FRA113;4;3,584
FRA115;4;0,8
FRA118;4;2,209
FRA119;4;0,8
FRA121;4;0,968
FRA190;4;0,706
FRA195;4;4,022
FRA197;4;1,046
FRA206;4;1,264
FRA208;4;0,45
FRA210;4;1,049
FRA211;4;1,046
FRA212;4;1,665
FRA215;4;1,441
FRA250;4;0,189
FRA251;4;1,184
FRA252;4;0,325
FRA253;4;1,696
FRA254;4;0,011
FRA255;4;0,555
FRA301;4;0,989
FRA303;4;1,577
FRA305;4;0,605
FRA306;4;0,15
FRA307;4;1,34
FRA309;4;2,672
FRA310;4;1,442
FRA312;4;1,945
FRA313;4;0,621
FRA314;4;0,636
FRA315;4;1,51
FRA316;4;0,502
FRA318;4;0,468
FRA320;4;1,048
FRA321;4;1,044
FRA323;4;0,45
FRA324;4;0,487
FRA325;4;0,636
FRA328;4;1,406
FRA329;4;1,089
FRA330;4;0,398
FRA331;4;1,382
FRA332;4;0,9
FRA333;4;1,98
FRA334;4;0,581
FRA336;4;1,109
FRA337;4;1,949
FRA338;4;0,141
FRA339;4;0,54
FRA342;4;0,241
FRA343;4;1,524
FRA345;4;1,573
FRA346;4;1,023
FRA347;4;1,552
FRA350;4;1,043
FRA352;4;0,634
FRA354;4;0,945
FRA359;4;2,572
FRA363;4;0,526
FRA365;4;0,788
FRA366;4;0,968
FRA400;4;0,683
FRA401;4;1,019
FRA403;4;0,401
FRA404;4;1,296
FRA406;4;2,23
FRA407;4;0,677
FRA408;4;0,483
FRA003;5;0,726
FRA004;5;1,17
FRA005;5;2,652
FRA007;5;0,15
FRA008;5;1,265
FRA009;5;3,537
FRA010;5;0,13
FRA012;5;2,94
FRA015;5;0,96
FRA018;5;0,991
FRA020;5;1,265
FRA021;5;0,992
FRA022;5;3,981
FRA023;5;0,186
FRA026;5;1,656
FRA027;5;1,966
FRA028;5;1,8
FRA030;5;1,9
FRA032;5;0,738
FRA034;5;1,212
FRA035;5;6,476
FRA039;5;1,443
FRA046;5;1,739
FRA048;5;0,531
FRA049;5;0,567
FRA050;5;1,949
FRA051;5;1,874
FRA052;5;0,792
FRA053;5;1,457
FRA054;5;1,715
FRA055;5;1,064
FRA057;5;0,481
FRA066;5;0,728
FRA068;5;1,574
FRA069;5;0,76
FRA070;5;1,359
FRA071;5;3,487
FRA072;5;2,277
FRA073;5;1,307
FRA076;5;1,237
FRA078;5;1,1
FRA079;5;1,251
FRA083;5;1,993
FRA086;5;3,044
FRA088;5;4,242
FRA089;5;0,994
FRA090;5;0,92
FRA091;5;1,876
FRA092;5;1,775
FRA095;5;0,51
FRA096;5;1,175
FRA100;5;2,556
FRA102;5;1,559
FRA103;5;1,226
FRA104;5;1,055
FRA105;5;0,826
FRA106;5;0,872
FRA107;5;1,948
FRA109;5;1,6
FRA110;5;0,76
FRA111;5;0,998
FRA112;5;1,433
FRA118;5;2,964
FRA121;5;1,23
FRA186;5;1,01
FRA190;5;0,589
FRA195;5;1,771
FRA197;5;0,787
FRA206;5;1,293
FRA210;5;0,5
FRA211;5;0,99
FRA250;5;1,104
FRA251;5;0,934
FRA252;5;0,471
FRA253;5;1,139
FRA255;5;0,727
FRA301;5;0,707
FRA303;5;2,01
FRA304;5;1,014
FRA305;5;1,039
FRA307;5;1,23
FRA309;5;2,5
FRA310;5;1,28
FRA312;5;3,076
FRA314;5;0,754
FRA316;5;2,504
FRA318;5;0,346
FRA319;5;0,66
FRA320;5;1,274
FRA321;5;1,154
FRA323;5;0,15
FRA324;5;0,539
FRA325;5;0,57
FRA328;5;1,304
FRA329;5;0,678
FRA331;5;1,475
FRA332;5;0,478
FRA333;5;2,507
FRA334;5;0,437
FRA336;5;1,193
FRA337;5;2,306
FRA338;5;0,393
FRA339;5;0,653
FRA340;5;0,006
FRA343;5;1,562
FRA344;5;0,066
FRA345;5;1,151
FRA346;5;1,008
FRA347;5;2,69
FRA349;5;0,456
FRA350;5;0,794
FRA352;5;0,304
FRA354;5;0,681
FRA356;5;0,7
FRA357;5;0,08
FRA359;5;2,195
FRA360;5;0,33
FRA363;5;0,57
FRA365;5;1,356
FRA366;5;1,397
FRA400;5;0,724
FRA401;5;1,322
FRA406;5;3,206
FRA407;5;0,453
FRA408;5;0,699
FRA003;6;1,008
FRA004;6;1,243
FRA005;6;2,381
FRA006;6;1,305
FRA007;6;4,06
FRA008;6;0,185
FRA009;6;5,424
FRA010;6;0,3
FRA012;6;2,415
FRA015;6;1,508
FRA018;6;1,433
FRA019;6;0,122
FRA020;6;1,764
FRA021;6;1,072
FRA022;6;3,539
FRA023;6;0,744
FRA024;6;0,186
FRA026;6;2,551
FRA027;6;1,882
FRA028;6;2,1
FRA030;6;1,536
FRA032;6;0,619
FRA034;6;0,869
FRA035;6;6,315
FRA039;6;1,501
FRA046;6;1,747
FRA048;6;1,799
FRA049;6;0,505
FRA050;6;1,651
FRA051;6;2,146
FRA052;6;0,298
FRA053;6;1,094
FRA054;6;1,446
FRA055;6;1,792
FRA056;6;0,195
FRA057;6;0,431
FRA066;6;1,905
FRA068;6;1,838
FRA069;6;0,93
FRA070;6;0,915
FRA071;6;4,128
FRA072;6;2,385
FRA073;6;1,154
FRA076;6;0,66
FRA078;6;0,85
FRA079;6;1,385
FRA082;6;1,109
FRA083;6;1,285
FRA086;6;2,278
FRA088;6;1,646
FRA089;6;0,858
FRA090;6;1,287
FRA091;6;2,077
FRA092;6;1,943
FRA095;6;0,734
FRA096;6;0,676
FRA100;6;2,702
FRA102;6;1,203
FRA104;6;1,431
FRA105;6;1,175
FRA106;6;0,978
FRA107;6;1,188
FRA109;6;2,125
FRA110;6;1,15
FRA111;6;1,335
FRA112;6;1,217
FRA116;6;0,237
FRA118;6;2,665
FRA119;6;1,3
FRA121;6;0,974
FRA186;6;1,77
FRA190;6;0,894
FRA195;6;2,902
FRA197;6;0,851
FRA206;6;0,819
FRA211;6;0,851
FRA218;6;0,247
FRA250;6;0,812
FRA251;6;2,119
FRA252;6;0,379
FRA253;6;1,314
FRA255;6;0,863
FRA301;6;0,722
FRA302;6;0,3
FRA303;6;1,588
FRA304;6;0,711
FRA305;6;0,686
FRA307;6;1,124
FRA309;6;1,98
FRA310;6;1,348
FRA312;6;2,114
FRA314;6;0,47
FRA316;6;1,395
FRA318;6;0,928
FRA319;6;1,05
FRA320;6;0,709
FRA321;6;0,636
FRA323;6;0,55
FRA324;6;0,466
FRA325;6;0,515
FRA328;6;1,336
FRA329;6;1,438
FRA331;6;1,833
FRA332;6;0,95
FRA333;6;1,786
FRA334;6;0,933
FRA336;6;1,381
FRA337;6;2,556
FRA338;6;0,296
FRA339;6;0,921
FRA340;6;0,01
FRA343;6;1,04
FRA344;6;0,006
FRA345;6;1,269
FRA346;6;1,115
FRA347;6;2,196
FRA349;6;0,958
FRA350;6;0,8
FRA352;6;0,977
FRA354;6;0,727
FRA356;6;1,25
FRA359;6;2,717
FRA360;6;1,019
FRA363;6;0,416
FRA365;6;0,823
FRA366;6;0,94
FRA400;6;0,501
FRA401;6;0,993
FRA403;6;0,672
FRA406;6;2,597
FRA407;6;0,381
FRA408;6;0,63
FRA003;7;0,603
FRA004;7;1,558
FRA005;7;2,097
FRA006;7;1,492
FRA007;7;2,75
FRA009;7;4,472
FRA010;7;0,235
FRA011;7;1,04
FRA012;7;2,1
FRA015;7;1,35
FRA018;7;1,217
FRA019;7;0,219
FRA020;7;1,45
FRA021;7;1,45
FRA022;7;3,378
FRA023;7;0,372
FRA024;7;0,932
FRA026;7;2,005
FRA027;7;1,732
FRA028;7;1,22
FRA030;7;2,036
FRA032;7;0,585
FRA034;7;0,86
FRA035;7;5,387
FRA039;7;1,267
FRA041;7;0,587
FRA046;7;2,639
FRA048;7;1,095
FRA049;7;0,469
FRA050;7;1,968
FRA051;7;2,44
FRA052;7;0,332
FRA053;7;0,907
FRA054;7;1,23
FRA055;7;1,182
FRA056;7;1,044
FRA057;7;0,329
FRA058;7;1,059
FRA063;7;0,3
FRA066;7;1,253
FRA068;7;1,365
FRA069;7;0,52
FRA070;7;1,015
FRA071;7;2,599
FRA072;7;1,058
FRA073;7;1,09
FRA076;7;0,82
FRA078;7;1,55
FRA079;7;1,196
FRA082;7;0,896
FRA083;7;1,301
FRA086;7;2,355
FRA088;7;0,821
FRA089;7;0,377
FRA090;7;0,713
FRA091;7;0,216
FRA092;7;4,191
FRA095;7;0,677
FRA096;7;0,734
FRA100;7;2,722
FRA102;7;1,118
FRA103;7;1,286
FRA104;7;0,741
FRA105;7;0,878
FRA106;7;0,422
FRA107;7;2,361
FRA109;7;1,69
FRA110;7;0,82
FRA111;7;1,032
FRA112;7;1,165
FRA114;7;1,308
FRA118;7;2,477
FRA119;7;0,951
FRA121;7;1,006
FRA186;7;1,1
FRA190;7;0,896
FRA195;7;2,259
FRA197;7;1,163
FRA200;7;0,36
FRA206;7;0,993
FRA211;7;0,97
FRA218;7;1,029
FRA250;7;1,164
FRA251;7;1,453
FRA252;7;0,313
FRA253;7;0,861
FRA255;7;0,722
FRA301;7;1,124
FRA302;7;0,597
FRA303;7;1,519
FRA304;7;1,03
FRA305;7;0,685
FRA306;7;0,25
FRA307;7;1,205
FRA309;7;2,144
FRA310;7;1,56
FRA311;7;0,348
FRA312;7;1,711
FRA314;7;0,485
FRA316;7;0,95
FRA317;7;0,592
FRA318;7;0,557
FRA319;7;0,63
FRA320;7;0,53
FRA321;7;0,924
FRA323;7;0,55
FRA324;7;0,881
FRA325;7;0,642
FRA328;7;1,196
FRA329;7;1,039
FRA331;7;2,036
FRA332;7;0,957
FRA333;7;1,41
FRA334;7;0,495
FRA336;7;1,3
FRA337;7;1,89
FRA338;7;0,145
FRA339;7;0,19
FRA340;7;0,008
FRA343;7;1,325
FRA344;7;0,008
FRA345;7;0,864
FRA346;7;0,875
FRA347;7;1,999
FRA349;7;1,029
FRA350;7;0,853
FRA352;7;0,758
FRA354;7;0,578
FRA356;7;2,785
FRA359;7;2,037
FRA360;7;0,582
FRA363;7;0,361
FRA365;7;0,925
FRA366;7;0,947
FRA400;7;0,497
FRA401;7;1,092
FRA406;7;2,433
FRA407;7;0,552
FRA408;7;0,643
FRA003;8;1,309
FRA004;8;1,487
FRA005;8;2,222
FRA006;8;1,119
FRA007;8;3,4
FRA008;8;0,444
FRA009;8;5,299
FRA010;8;0,135
FRA011;8;2,063
FRA012;8;2,9
FRA015;8;1,745
FRA018;8;1,425
FRA019;8;0,258
FRA020;8;1,835
FRA021;8;2,225
FRA022;8;1,806
FRA023;8;1,866
FRA024;8;0,744
FRA026;8;2,156
FRA027;8;1,785
FRA028;8;1,4
FRA030;8;1,471
FRA032;8;0,607
FRA034;8;0,937
FRA035;8;5,818
FRA039;8;1,329
FRA041;8;0,797
FRA046;8;1,813
FRA048;8;1,532
FRA049;8;0,252
FRA050;8;1,866
FRA051;8;3,934
FRA052;8;0,244
FRA053;8;0,77
FRA054;8;1,379
FRA055;8;0,995
FRA056;8;1,303
FRA057;8;0,402
FRA058;8;1,273
FRA063;8;0,996
FRA066;8;1,47
FRA068;8;1,174
FRA069;8;0,56
FRA070;8;0,662
FRA071;8;4,549
FRA072;8;2,143
FRA073;8;1,381
FRA076;8;1,03
FRA077;8;1,45
FRA078;8;1,03
FRA079;8;0,883
FRA082;8;0,729
FRA083;8;1,82
FRA086;8;3,123
FRA088;8;0,99
FRA089;8;0,411
FRA090;8;1,155
FRA091;8;0,807
FRA092;8;4,831
FRA095;8;0,62
FRA096;8;0,269
FRA100;8;1,855
FRA102;8;1,289
FRA104;8;1,273
FRA105;8;1,017
FRA106;8;0,404
FRA107;8;3,621
FRA108;8;0,308
FRA109;8;1,775
FRA110;8;0,77
FRA111;8;1,044
FRA112;8;1,488
FRA114;8;1,284
FRA118;8;2,849
FRA119;8;0,9
FRA121;8;1,598
FRA186;8;1,42
FRA190;8;0,61
FRA195;8;2,233
FRA197;8;0,872
FRA206;8;1,578
FRA211;8;0,639
FRA212;8;0,558
FRA218;8;1,149
FRA250;8;1,174
FRA251;8;1,294
FRA252;8;0,465
FRA253;8;1,15
FRA255;8;1,266
FRA301;8;0,609
FRA302;8;0,763
FRA303;8;1,978
FRA304;8;1,155
FRA305;8;0,494
FRA306;8;0,7
FRA307;8;1,402
FRA309;8;2,857
FRA310;8;1,124
FRA311;8;0,373
FRA312;8;2,548
FRA314;8;0,515
FRA316;8;1,443
FRA317;8;2,553
FRA318;8;0,488
FRA319;8;0,795
FRA320;8;0,766
FRA321;8;0,965
FRA323;8;0,729
FRA324;8;0,567
FRA325;8;0,532
FRA328;8;1,944
FRA329;8;1,771
FRA331;8;1,1
FRA332;8;0,671
FRA333;8;1,867
FRA334;8;0,763
FRA336;8;1,547
FRA337;8;2,326
FRA338;8;0,157
FRA339;8;0,705
FRA340;8;0,008
FRA343;8;1,656
FRA344;8;0,008
FRA345;8;1,367
FRA346;8;0,754
FRA347;8;2,699
FRA349;8;1,026
FRA350;8;0,783
FRA352;8;0,686
FRA354;8;0,631
FRA356;8;0,83
FRA359;8;2,178
FRA360;8;0,898
FRA363;8;0,313
FRA365;8;0,773
FRA366;8;1,331
FRA400;8;0,698
FRA401;8;1,223
FRA406;8;3,115
FRA407;8;0,656
FRA408;8;0,492
FRA003;9;1,016
FRA004;9;1,472
FRA005;9;2,33
FRA006;9;1,399
FRA007;9;3,51
FRA008;9;1,019
FRA009;9;6,415
FRA010;9;0,48
FRA011;9;2,692
FRA012;9;2,55
FRA015;9;1,46
FRA016;9;2,5
FRA018;9;1,171
FRA019;9;0,297
FRA020;9;1,451
FRA021;9;1,401
FRA022;9;4,553
FRA023;9;1,678
FRA024;9;0,93
FRA026;9;2,406
FRA027;9;1,743
FRA028;9;2,15
FRA030;9;1,44
FRA032;9;0,67
FRA034;9;1,462
FRA035;9;5,521
FRA036;9;3,2
FRA039;9;1,379
FRA041;9;1,838
FRA043;9;1,25
FRA044;9;2
FRA045;9;2,25
FRA046;9;2,969
FRA047;9;0,8
FRA048;9;1,645
FRA049;9;0,242
FRA050;9;1,814
FRA051;9;2,599
FRA052;9;0,572
FRA053;9;1,125
FRA054;9;1,851
FRA055;9;1,903
FRA056;9;1,276
FRA057;9;0,453
FRA058;9;1,238
FRA063;9;1,015
FRA066;9;1,834
FRA069;9;0,76
FRA070;9;2,453
FRA071;9;4,384
FRA072;9;2,198
FRA073;9;0,93
FRA076;9;1,31
FRA077;9;2,25
FRA078;9;1,67
FRA079;9;0,904
FRA082;9;0,437
FRA083;9;1,549
FRA086;9;2,72
FRA088;9;1,721
FRA089;9;0,513
FRA090;9;1,449
FRA091;9;0,765
FRA092;9;2,67
FRA095;9;0,687
FRA096;9;0,474
FRA100;9;3,121
FRA102;9;1,21
FRA104;9;0,811
FRA105;9;0,996
FRA106;9;0,195
FRA107;9;2,12
FRA109;9;2,87
FRA110;9;0,99
FRA111;9;1,481
FRA112;9;1,501
FRA114;9;2,278
FRA115;9;2,1
FRA118;9;2,821
FRA119;9;1,1
FRA121;9;1,09
FRA186;9;1,25
FRA190;9;0,999
FRA195;9;2,028
FRA197;9;1,091
FRA204;9;1,75
FRA206;9;0,895
FRA208;9;1,2
FRA209;9;0,36
FRA210;9;1,6
FRA211;9;1,091
FRA218;9;0,815
FRA250;9;0,936
FRA251;9;1,478
FRA252;9;0,38
FRA253;9;1,158
FRA255;9;1,572
FRA301;9;0,811
FRA302;9;1,213
FRA303;9;1,883
FRA304;9;0,828
FRA305;9;0,955
FRA306;9;0,41
FRA307;9;1,229
FRA309;9;2,281
FRA310;9;1,737
FRA311;9;0,614
FRA312;9;2,873
FRA314;9;0,592
FRA316;9;1,316
FRA317;9;1,085
FRA318;9;0,551
FRA319;9;1,16
FRA320;9;0,921
FRA321;9;1,012
FRA323;9;0,65
FRA324;9;0,749
FRA325;9;0,759
FRA328;9;1,634
FRA329;9;1,523
FRA331;9;1,17
FRA332;9;1,041
FRA333;9;2,027
FRA334;9;0,935
FRA336;9;1,566
FRA337;9;2,373
FRA338;9;0,324
FRA339;9;0,625
FRA340;9;0,128
FRA343;9;1,521
FRA344;9;0,008
FRA345;9;1,618
FRA346;9;1,117
FRA347;9;1,733
FRA349;9;1,062
FRA350;9;0,868
FRA352;9;0,625
FRA354;9;1,077
FRA356;9;0,835
FRA359;9;2,784
FRA360;9;1,906
FRA363;9;0,4
FRA365;9;1,101
FRA366;9;1,637
FRA400;9;0,566
FRA401;9;1,25
FRA406;9;2,512
FRA407;9;0,778
FRA408;9;0,742
FRA003;10;1,015
FRA004;10;1,252
FRA005;10;1,206
FRA006;10;1,699
FRA007;10;2,99
FRA008;10;0,306
FRA009;10;3,972
FRA010;10;0,26
FRA011;10;2,14
FRA012;10;2,25
FRA015;10;1,29
FRA016;10;2,8
FRA018;10;1,14
FRA019;10;0,208
FRA020;10;1,251
FRA021;10;2,252
FRA022;10;2,393
FRA023;10;1,679
FRA024;10;0,558
FRA026;10;2,217
FRA027;10;2,433
FRA028;10;1,9
FRA030;10;1,453
FRA032;10;0,883
FRA034;10;1,139
FRA035;10;2,789
FRA036;10;3,25
FRA039;10;1,428
FRA041;10;1,018
FRA043;10;1,3
FRA044;10;1,6
FRA045;10;2,6
FRA046;10;2,037
FRA047;10;0,8
FRA048;10;1,649
FRA049;10;0,474
FRA050;10;1,943
FRA051;10;2,156
FRA052;10;0,253
FRA053;10;1,484
FRA054;10;1,515
FRA055;10;1,239
FRA056;10;1,432
FRA057;10;0,414
FRA058;10;1,527
FRA063;10;1,338
FRA066;10;1,557
FRA068;10;0,181
FRA069;10;0,76
FRA070;10;1,26
FRA071;10;2,19
FRA072;10;1,047
FRA073;10;1,198
FRA076;10;0,91
FRA077;10;1,16
FRA078;10;1,7
FRA079;10;1,013
FRA083;10;1,389
FRA086;10;2,07
FRA088;10;1,418
FRA089;10;0,823
FRA090;10;1,577
FRA091;10;0,726
