site;mois;poids
FRPAMX;10;0,129
FRPAN3;10;0,38
FRPAN6;10;0,8
FRPAP1;10;0,885
FRPASF;10;1,45
FRPB48;10;1,061
FRPBB3;10;1,6
FRPBB6;10;0,738
FRPC23;10;0,48
FRPC48;10;1,2
FRPC83;10;0,367
FRPCC1;10;0,54
FRPCFI;10;0,485
FRPCFT;10;2,007
FRPCFU;10;0,588
FRPCFV;10;0,559
FRPCFZ;10;0,502
FRPCGD;10;0,755
FRPCGP;10;0,063
FRPCIP;10;1,187
FRPD55;10;0,238
FRPD56;10;0,627
FRPD84;10;0,338
FRPD85;10;0,744
FRPD89;10;1,6
FRPD90;10;0,814
FRPD93;10;1,13
FRPE01;10;0,235
FRPE06;10;0,57
FRPE15;10;0,436
FRPE16;10;0,527
FRPE18;10;0,757
FRPE19;10;0,302
FRPE20;10;1,117
FRPE25;10;0,627
FRPE26;10;0,073
FRPE27;10;0,363
FRPE28;10;1,37
FRPE36;10;0,623
FRPE38;10;0,884
FRPE47;10;1,1
FRPE53;10;1,6
FRPE56;10;0,362
FRPE70;10;0,309
FRPE74;10;0,445
FRPE75;10;0,486
FRPE76;10;0,138
FRPE78;10;0,51
FRPE85;10;0,432
FRPE89;10;0,941
FRPE90;10;0,92
FRPE91;10;0,304
FRPE95;10;0,8
FRPF03;10;1,481
FRPF08;10;0,243
FRPF12;10;0,541
FRPF13;10;1,254
FRPF19;10;0,06
FRPF24;10;0,153
FRPF26;10;0,451
FRPF30;10;0,667
FRPF49;10;0,978
FRPF50;10;0,8
FRPF58;10;1,218
FRPF64;10;0,322
FRPF74;10;0,188
FRPF75;10;0,28
FRPF84;10;0,968
FRPF85;10;0,87
FRPF89;10;1,428
FRPG02;10;0,585
FRPG11;10;0,88
FRPG13;10;1,234
FRPG15;10;0,308
FRPG17;10;0,903
FRPG23;10;0,253
FRPG33;10;0,859
FRPG35;10;1,865
FRPG36;10;0,764
FRPG37;10;1,18
FRPG39;10;0,396
FRPG40;10;0,684
FRPG41;10;1,244
FRPG42;10;0,688
FRPG43;10;0,258
FRPG49;10;0,564
FRPG53;10;0,989
FRPG54;10;0,362
FRPG59;10;0,797
FRPG60;10;1,267
FRPG73;10;0,517
FRPG77;10;2,5
FRPG84;10;0,386
FRPG88;10;0,371
FRPG93;10;0,247
FRPG94;10;1,468
FRPH02;10;0,491
FRPH03;10;0,559
FRPH05;10;0,764
FRPH07;10;0,251
FRPH11;10;1,56
FRPH21;10;0,6
FRPH22;10;0,314
FRPH23;10;0,6
FRPH26;10;1,6
FRPH28;10;2,163
FRPH29;10;1,613
FRPH30;10;0,448
FRPH35;10;0,63
FRPH38;10;0,444
FRPH39;10;0,334
FRPH46;10;0,61
FRPH48;10;0,522
FRPH49;10;1,033
FRPH51;10;1,175
FRPH58;10;0,221
FRPH61;10;0,467
FRPH65;10;0,596
FRPH73;10;1,218
FRPH77;10;1,123
FRPH80;10;0,398
FRPH81;10;0,618
FRPH82;10;0,146
FRPH84;10;0,195
FRPH93;10;0,601
FRPH94;10;0,366
FRPH95;10;1,038
FRPH96;10;0,493
FRPI10;10;2
FRPI11;10;1,3
FRPI14;10;0,47
FRPI21;10;0,8
FRPI24;10;0,28
FRPI34;10;0,664
FRPI39;10;0,91
FRPI43;10;0,768
FRPI44;10;0,21
FRPI47;10;0,112
FRPI51;10;0,179
FRPI61;10;0,24
FRPI73;10;0,165
FRPI79;10;1,017
FRPI82;10;1
FRPI95;10;0,558
FRPI96;10;0,672
FRPI97;10;0,6
FRPJ05;10;1,942
FRPJ06;10;1
FRPJ07;10;0,919
FRPJ09;10;0,667
FRPJ11;10;0,835
FRPJ16;10;0,935
FRPJ20;10;0,674
FRPJ23;10;0,776
FRPJ26;10;0,6
FRPJ28;10;0,899
FRPJ30;10;0,932
FRPJ42;10;0,903
FRPJ44;10;0,682
FRPJ47;10;0,914
FRPJ49;10;0,281
FRPJ78;10;1,037
FRPJ81;10;0,577
FRPJ84;10;0,9
FRPJ92;10;0,4
FRPJ93;10;1,877
FRPJ96;10;0,746
FRPJA1;10;1,968
FRPK07;10;1,2
FRPK11;10;0,889
FRPK14;10;0,854
FRPK16;10;0,65
FRPK17;10;1
FRPK25;10;1,7
FRPK49;10;1,574
FRPK54;10;0,533
FRPK59;10;1,315
FRPK63;10;0,395
FRPK64;10;0,514
FRPK65;10;1,45
FRPK68;10;0,542
FRPK69;10;0,686
FRPK70;10;0,85
FRPK76;10;0,386
FRPK83;10;0,362
FRPK87;10;1,363
FRPK95;10;0,688
FRPK97;10;0,471
FRPK98;10;0,38
FRPL01;10;0,52
FRPL04;10;1,472
FRPL10;10;1,8
FRPL14;10;0,8
FRPL21;10;1,362
FRPL27;10;0,63
FRPL28;10;0,894
FRPL31;10;1,137
FRPL38;10;1,465
FRPL44;10;0,441
FRPL45;10;1,718
FRPL46;10;1,224
FRPL47;10;1,057
FRPL50;10;0,706
FRPL53;10;0,6
FRPL55;10;0,4
FRPL63;10;0,399
FRPN43;10;0,322
FRPW54;10;0,494
FRPW93;10;0,971
FRPX86;10;0,559
FRPYAB;10;0,064
FRPYCK;10;1,8
FRPYIP;10;1,849
FRPYIQ;10;1,853
FRPZ87;10;0,598
FRPZ92;10;0,598
FRPA01;11;0,386
FRPA13;11;0,983
FRPA36;11;0,962
FRPA41;11;0,611
FRPA51;11;0,719
FRPA87;11;0,774
FRPA94;11;1,445
FRPACX;11;0,75
FRPAD8;11;0,153
FRPADI;11;1,055
FRPAEA;11;0,603
FRPAEU;11;0,945
FRPAFS;11;0,657
FRPAFT;11;0,6
FRPAFX;11;0,45
FRPAGC;11;0,535
FRPAGD;11;0,38
FRPAGF;11;0,367
FRPAGH;11;0,388
FRPAHP;11;1,389
FRPAIZ;11;0,43
FRPAJW;11;1,203
FRPAKC;11;0,273
FRPAKF;11;1,6
FRPAL9;11;0,925
FRPAME;11;0,146
FRPAMK;11;1,13
FRPAMX;11;0,428
FRPAN3;11;0,43
FRPAN6;11;0,85
FRPAP1;11;1,266
FRPASF;11;1,6
FRPB48;11;1,013
FRPBB3;11;1
FRPBB6;11;0,619
FRPC23;11;0,35
FRPC48;11;2,75
FRPC83;11;0,246
FRPCC1;11;0,643
FRPCFI;11;0,543
FRPCFT;11;1,468
FRPCFU;11;0,355
FRPCFV;11;0,597
FRPCFZ;11;0,392
FRPCGD;11;0,562
FRPCGP;11;0,197
FRPCIP;11;1,165
FRPD55;11;0,361
FRPD56;11;0,679
FRPD84;11;0,178
FRPD85;11;0,93
FRPD89;11;1,2
FRPD90;11;0,814
FRPD93;11;1,585
FRPE06;11;0,61
FRPE15;11;0,35
FRPE16;11;0,674
FRPE18;11;0,765
FRPE19;11;0,164
FRPE20;11;1,615
FRPE25;11;0,671
FRPE26;11;0,26
FRPE27;11;0,42
FRPE28;11;1,082
FRPE36;11;0,588
FRPE38;11;0,968
FRPE47;11;1,002
FRPE53;11;1,9
FRPE56;11;0,366
FRPE70;11;0,464
FRPE74;11;0,644
FRPE75;11;0,138
FRPE78;11;0,405
FRPE85;11;0,344
FRPE89;11;0,863
FRPE90;11;0,43
FRPE91;11;0,324
FRPE95;11;0,8
FRPF03;11;1,26
FRPF12;11;0,544
FRPF13;11;1,254
FRPF19;11;0,071
FRPF24;11;0,13
FRPF26;11;0,494
FRPF30;11;0,838
FRPF49;11;0,93
FRPF50;11;0,65
FRPF58;11;1,155
FRPF64;11;0,662
FRPF74;11;0,131
FRPF75;11;0,3
FRPF84;11;0,944
FRPF85;11;0,76
FRPF89;11;2,054
FRPG02;11;0,652
FRPG11;11;0,93
FRPG13;11;1,046
FRPG15;11;0,199
FRPG17;11;0,918
FRPG23;11;0,258
FRPG33;11;0,759
FRPG35;11;1,708
FRPG36;11;0,75
FRPG37;11;1,211
FRPG39;11;0,306
FRPG40;11;0,559
FRPG41;11;1,047
FRPG42;11;0,896
FRPG43;11;0,16
FRPG49;11;0,421
FRPG53;11;1,162
FRPG54;11;0,332
FRPG59;11;0,91
FRPG60;11;1,286
FRPG73;11;0,495
FRPG77;11;2,6
FRPG84;11;0,485
FRPG88;11;0,374
FRPG94;11;1,136
FRPH02;11;0,532
FRPH03;11;0,542
FRPH05;11;0,796
FRPH07;11;0,377
FRPH11;11;1,761
FRPH21;11;0,6
FRPH22;11;0,35
FRPH23;11;0,65
FRPH26;11;1,35
FRPH28;11;2,025
FRPH29;11;1,169
FRPH30;11;0,801
FRPH35;11;0,75
FRPH38;11;0,465
FRPH39;11;0,508
FRPH46;11;0,923
FRPH48;11;0,753
FRPH49;11;0,854
FRPH51;11;1,096
FRPH58;11;0,245
FRPH61;11;0,83
FRPH65;11;0,615
FRPH73;11;1,462
FRPH77;11;1,423
FRPH80;11;0,436
FRPH81;11;0,79
FRPH84;11;0,377
FRPH93;11;0,545
FRPH95;11;1,228
FRPH96;11;0,473
FRPI10;11;1,8
FRPI11;11;1
FRPI14;11;0,61
FRPI21;11;0,8
FRPI24;11;0,38
FRPI34;11;0,632
FRPI39;11;1,25
FRPI40;11;0,372
FRPI43;11;0,494
FRPI44;11;0,44
FRPI47;11;0,173
FRPI51;11;0,141
FRPI61;11;0,35
FRPI73;11;0,157
FRPI79;11;1,843
FRPI82;11;1,25
FRPI95;11;0,577
FRPI96;11;0,833
FRPI97;11;0,5
FRPJ05;11;2,253
FRPJ06;11;0,95
FRPJ07;11;0,712
FRPJ09;11;1,031
FRPJ11;11;0,583
FRPJ16;11;0,971
FRPJ20;11;0,45
FRPJ23;11;0,814
FRPJ26;11;0,55
FRPJ28;11;1,06
FRPJ30;11;1,125
FRPJ42;11;1,39
FRPJ44;11;0,51
FRPJ47;11;1,089
FRPJ48;11;0,148
FRPJ49;11;0,507
FRPJ65;11;1,05
FRPJ78;11;1,13
FRPJ81;11;0,519
FRPJ84;11;0,7
FRPJ92;11;0,5
FRPJ93;11;0,978
FRPJ96;11;0,907
FRPJA1;11;2,149
FRPK07;11;1
FRPK11;11;1,259
FRPK14;11;1,096
FRPK16;11;0,7
FRPK17;11;1,25
FRPK25;11;1,7
FRPK49;11;1,447
FRPK54;11;0,344
FRPK59;11;1,016
FRPK63;11;0,816
FRPK64;11;0,446
FRPK65;11;1,3
FRPK68;11;0,574
FRPK69;11;0,831
FRPK70;11;0,95
FRPK76;11;0,48
FRPK83;11;0,277
FRPK87;11;1,333
FRPK95;11;1,113
FRPK97;11;0,634
FRPK98;11;0,44
FRPL01;11;0,63
FRPL04;11;1,908
FRPL10;11;1,75
FRPL14;11;0,5
FRPL21;11;1,424
FRPL26;11;0,347
FRPL27;11;0,588
FRPL28;11;1,554
FRPL31;11;0,978
FRPL38;11;1,364
FRPL44;11;0,179
FRPL45;11;1,51
FRPL46;11;0,909
FRPL47;11;0,984
FRPL50;11;0,992
FRPL53;11;0,6
FRPL55;11;0,6
FRPL63;11;0,358
FRPN43;11;0,35
FRPW54;11;0,422
FRPW93;11;0,723
FRPX86;11;0,604
FRPYAB;11;0,015
FRPYCK;11;2,3
FRPYIP;11;1,549
FRPYIQ;11;2,581
FRPZ87;11;0,668
FRPZ92;11;0,564
FRPA01;12;0,521
FRPA13;12;1,087
FRPA36;12;0,813
FRPA41;12;1,288
FRPA51;12;0,752
FRPA87;12;0,549
FRPA94;12;1,364
FRPACX;12;0,8
FRPAD8;12;0,16
FRPADI;12;0,741
FRPAEA;12;0,622
FRPAEU;12;0,95
FRPAFS;12;0,895
FRPAFT;12;0,233
FRPAFX;12;0,55
FRPAGC;12;0,74
FRPAGD;12;0,459
FRPAGF;12;0,175
FRPAGH;12;0,576
FRPAHP;12;1,026
FRPAIZ;12;1,12
FRPAJW;12;1,288
FRPAKC;12;0,301
FRPAKF;12;1,83
FRPAL9;12;1,173
FRPAME;12;0,081
FRPAMK;12;1,278
FRPAMX;12;0,161
FRPAN3;12;0,51
FRPAN6;12;0,85
FRPAP1;12;0,7
FRPASF;12;1,3
FRPB48;12;1,186
FRPBB3;12;0,7
FRPBB6;12;0,528
FRPC23;12;0,65
FRPC48;12;1,65
FRPC83;12;0,287
FRPCC1;12;0,766
FRPCFI;12;0,506
FRPCFT;12;1,649
FRPCFU;12;0,314
FRPCFV;12;0,439
FRPCFZ;12;0,352
FRPCGD;12;0,498
FRPCIP;12;1,052
FRPD55;12;0,205
FRPD56;12;0,452
FRPD84;12;0,342
FRPD85;12;0,744
FRPD89;12;1,5
FRPD90;12;1,153
FRPD93;12;0,922
FRPE06;12;0,375
FRPE15;12;0,483
FRPE16;12;0,766
FRPE18;12;0,657
FRPE19;12;0,179
FRPE20;12;1,219
FRPE25;12;0,908
FRPE26;12;0,386
FRPE27;12;0,325
FRPE28;12;1,555
FRPE36;12;0,512
FRPE38;12;1,11
FRPE47;12;1,331
FRPE53;12;1,3
FRPE56;12;0,385
FRPE70;12;0,373
FRPE74;12;0,558
FRPE75;12;0,294
FRPE78;12;0,419
FRPE85;12;0,129
FRPE89;12;0,456
FRPE90;12;0,74
FRPE91;12;0,393
FRPE95;12;1
FRPF03;12;0,752
FRPF12;12;0,697
FRPF13;12;1,022
FRPF19;12;0,08
FRPF24;12;0,068
FRPF26;12;0,643
FRPF30;12;0,914
FRPF49;12;1,264
FRPF50;12;1,05
FRPF58;12;1,373
FRPF64;12;0,444
FRPF74;12;0,262
FRPF75;12;0,24
FRPF84;12;0,23
FRPF85;12;0,675
FRPF89;12;1,744
FRPG02;12;0,452
FRPG11;12;0,89
FRPG13;12;0,9
FRPG15;12;0,121
FRPG17;12;1,103
FRPG23;12;0,154
FRPG33;12;0,856
FRPG35;12;1,978
FRPG36;12;0,962
FRPG37;12;1,288
FRPG39;12;0,448
FRPG40;12;0,391
FRPG41;12;0,893
FRPG42;12;0,735
FRPG43;12;0,445
FRPG49;12;0,574
FRPG53;12;1,535
FRPG54;12;0,306
FRPG59;12;0,738
FRPG60;12;1,238
FRPG73;12;0,534
FRPG77;12;2
FRPG84;12;0,642
FRPG88;12;0,55
FRPG94;12;1,129
FRPH02;12;0,653
FRPH03;12;0,299
FRPH05;12;1,082
FRPH07;12;0,345
FRPH11;12;1,509
FRPH21;12;0,9
FRPH22;12;0,422
FRPH23;12;0,7
FRPH26;12;1,5
FRPH28;12;1,096
FRPH29;12;1,47
FRPH30;12;0,517
FRPH35;12;0,58
FRPH38;12;0,647
FRPH39;12;0,476
FRPH46;12;0,955
FRPH48;12;0,668
FRPH49;12;0,484
FRPH51;12;1,061
FRPH58;12;0,236
FRPH61;12;0,424
FRPH65;12;0,728
FRPH73;12;1,641
FRPH77;12;1,139
FRPH80;12;0,32
FRPH81;12;0,603
FRPH84;12;0,45
FRPH93;12;0,77
FRPH94;12;0,139
FRPH95;12;1,057
FRPH96;12;0,554
FRPI10;12;1,8
FRPI11;12;1
FRPI14;12;0,548
FRPI21;12;1
FRPI24;12;0,22
FRPI34;12;0,762
FRPI39;12;0,8
FRPI43;12;0,559
FRPI44;12;0,65
FRPI47;12;0,1
FRPI51;12;0,124
FRPI61;12;0,39
FRPI73;12;0,265
FRPI79;12;1,333
FRPI82;12;1
FRPI95;12;0,723
FRPI96;12;0,662
FRPI97;12;0,5
FRPJ05;12;1,047
FRPJ06;12;0,72
FRPJ07;12;0,605
FRPJ09;12;0,765
FRPJ11;12;0,649
FRPJ16;12;1,354
FRPJ20;12;0,634
FRPJ23;12;1,211
FRPJ26;12;0,6
FRPJ28;12;1,334
FRPJ42;12;1,316
FRPJ44;12;0,534
FRPJ47;12;1,049
FRPJ49;12;0,233
FRPJ65;12;1
FRPJ78;12;0,813
FRPJ81;12;0,745
FRPJ84;12;0,6
FRPJ92;12;0,5
FRPJ93;12;1,796
FRPJ96;12;0,931
FRPJA1;12;2,225
FRPK07;12;1
FRPK11;12;0,969
FRPK14;12;1,028
FRPK16;12;0,68
FRPK17;12;1,6
FRPK25;12;1,9
FRPK49;12;1,321
FRPK54;12;0,442
FRPK59;12;1,01
FRPK63;12;0,59
FRPK64;12;0,584
FRPK65;12;1,2
FRPK68;12;0,75
FRPK69;12;0,837
FRPK70;12;0,9
FRPK76;12;0,609
FRPK83;12;0,32
FRPK87;12;1,349
FRPK95;12;0,673
FRPK97;12;0,463
FRPK98;12;0,622
FRPL01;12;0,52
FRPL04;12;0,909
FRPL10;12;1,6
FRPL14;12;0,8
FRPL21;12;2,14
FRPL27;12;0,854
FRPL28;12;0,991
FRPL31;12;1,211
FRPL38;12;1,026
FRPL44;12;1,246
FRPL45;12;1,894
FRPL46;12;1,02
FRPL47;12;0,865
FRPL50;12;0,974
FRPL53;12;0,8
FRPL55;12;0,6
FRPL56;12;0,252
FRPL63;12;0,6
FRPW54;12;0,69
FRPW93;12;0,719
FRPX86;12;0,442
FRPYAB;12;0,334
FRPYCK;12;1,7
FRPYIP;12;1,512
FRPYIQ;12;2,482
FRPZ87;12;0,575
FRPZ92;12;1,002
