MOD1;MOD2;Sigla;Regional;Mês;Quantidade coletas aterro;Quantidade coletas compostagem;Quantidade coletas recicalgem;Quantidade coletas sebo e osso;Peso aterro;Peso compostagem;Peso recicláveis;Peso sebo e osso;Porcentagem aterro;Porcentagem compostagem;Porcentagem recicláveis;Porcentagem sebo e osso;Budget recicláveis;Venda SAP recicláveis;Venda parceiros recicláveis;Valor venda seo e osso;Venda PGC;Venda Perecíveis;Venda PGC + Perecíveis;Indicador Aterro;Indicador compostagem;Indicador Reciclagem;Indicador sebo e osso;MTR Aterro;MTR compostagem;MTR Reciclagem;MTR sebo e osso;MTR 4a via faltando;Qualidade das rondas;Numero de eventos rondas;Numero de eventos rondas 0
RIO DE JANEIRO43160;VVS43160;VVS;RIO DE JANEIRO;01/03/2018;6;0;;;48 680;0;5 700;0;89,52%;;10,48%;;2 726;1 953;1 468;0;4 344;1 645;5 989;8,13;;0,95;;0;0;0;0;0;64;0;RIO DE JANEIRO43160
RS / PARANÁ43160;SMA43160;SMA;RS / PARANÁ;01/03/2018;78;0;;;32 760;0;0;0;100,00%;;;;0;0;0;0;3 841;1 707;5 548;5,9;;;;0;0;0;0;0;0;0;RS / PARANÁ43160
RS / PARANÁ43160;CNS43160;CNS;RS / PARANÁ;01/03/2018;7;0;;;43 870;0;12 930;0;77,24%;;22,76%;;454;0;2 845;0;5 290;1 643;6 932;6,33;;1,87;;0;0;0;0;0;0;0;RS / PARANÁ43160
RS / PARANÁ43160;CWB43160;CWB;RS / PARANÁ;01/03/2018;4;0;;;43 080;0;0;0;100,00%;;;;0;0;0;0;4 692;1 656;6 347;6,79;;;;0;0;0;0;0;0;0;RS / PARANÁ43160
RS / PARANÁ43160;CWC43160;CWC;RS / PARANÁ;01/03/2018;12;0;;;88 324;0;0;0;100,00%;;;;0;0;0;0;5 403;2 556;7 959;11,1;;;;0;0;0;0;0;0;0;RS / PARANÁ43160
RS / PARANÁ43160;CWP43160;CWP;RS / PARANÁ;01/03/2018;8;0;;;66 100;0;0;0;100,00%;;;;0;0;0;0;3 628;1 326;4 954;13,34;;;;0;0;0;0;0;0;0;RS / PARANÁ43160
RS / PARANÁ43160;CXS43160;CXS;RS / PARANÁ;01/03/2018;130;0;;;25 327;0;0;0;100,00%;;;;0;0;0;0;3 643;764;4 407;5,75;;;;0;0;0;0;0;91;0;RS / PARANÁ43160
RS / PARANÁ43160;GRV43160;GRV;RS / PARANÁ;01/03/2018;13;6;;;8 153;10 654;0;0;43,35%;56,65%;;;0;0;0;0;3 310;1 209;4 520;1,8;8,81;;;0;0;0;0;0;0;0;RS / PARANÁ43160
RS / PARANÁ43160;LDB43160;LDB;RS / PARANÁ;01/03/2018;14;0;;;24 850;0;0;0;100,00%;;;;0;0;0;0;4 763;1 989;6 752;3,68;;;;0;0;0;0;0;0;0;RS / PARANÁ43160
RS / PARANÁ43160;POA43160;POA;RS / PARANÁ;01/03/2018;7;0;;;42 000;0;17 591;0;70,48%;;29,52%;;364;0;4 401;0;9 686;3 526;13 212;3,18;;1,33;;0;0;0;0;0;0;0;RS / PARANÁ43160
RS / PARANÁ43160;PPA43160;PPA;RS / PARANÁ;01/03/2018;6;0;;;24 850;0;0;0;100,00%;;;;0;0;0;0;4 933;1 986;6 919;3,59;;;;0;0;0;0;0;0;0;RS / PARANÁ43160
SP ABC/BAIXADA43160;BSA43160;BSA;SP ABC/BAIXADA;01/03/2018;1;6;;;11 430;1 800;7 660;1 301;51,51%;8,11%;34,52%;5,86%;5 743;3 018;2 880;130;4 142;1 707;5 849;1,95;1,05;1,31;0,76;0;2;2;0;4;75;0;SP ABC/BAIXADA43160
SP ABC/BAIXADA43160;BSP43160;BSP;SP ABC/BAIXADA;01/03/2018;3;0;;;25 260;0;19 130;1 175;55,44%;;41,98%;2,58%;6 813;7 220;7 068;118;6 153;2 125;8 278;3,05;;2,31;0,55;2;0;3;0;5;68;48;
SP ABC/BAIXADA43160;EST43160;EST;SP ABC/BAIXADA;01/03/2018;5;0;;;36 950;0;14 790;2 328;68,34%;;27,35%;4,31%;7 348;4 546;4 319;233;5 274;2 569;7 843;4,71;;1,89;0,91;5;0;0;0;5;90;210;
SP ABC/BAIXADA43160;GUA43160;GUA;SP ABC/BAIXADA;01/03/2018;3;0;;;15 270;0;6 200;608;69,17%;;28,08%;2,75%;6 979;599;2 391;61;4 275;1 864;6 139;2,49;;1,01;0,33;2;0;0;0;2;99;25;
SP ABC/BAIXADA43160;SAV43160;SAV;SP ABC/BAIXADA;01/03/2018;5;0;;;37 400;0;27 485;1 728;56,15%;;41,26%;2,59%;11 464;13 535;10 510;173;5 551;2 535;8 086;4,63;;3,4;0,68;4;0;2;0;6;89;49;
SP ABC/BAIXADA43160;SBC43160;SBC;SP ABC/BAIXADA;01/03/2018;4;16;;;47 038;4 800;28 310;0;58,69%;5,99%;35,32%;;0;8 741;10 389;0;7 963;3 264;11 227;4,19;1,47;2,52;;4;8;2;0;14;95;156;
SP ABC/BAIXADA43160;SBD43160;SBD;SP ABC/BAIXADA;01/03/2018;3;16;;;26 726;4 800;22 610;1 764;47,81%;8,59%;40,45%;3,16%;8 048;6 353;6 336;176;5 956;2 613;8 569;3,12;1,84;2,64;0,68;3;6;1;0;10;91;167;
SP ABC/BAIXADA43160;SBP43160;SBP;SP ABC/BAIXADA;01/03/2018;2;10;;;23 410;3 000;11 770;1 433;59,10%;7,57%;29,71%;3,62%;23 920;4 049;4 045;143;4 600;1 724;6 324;3,7;1,74;1,86;0,83;1;3;2;0;6;94;18;
SP ABC/BAIXADA43160;SCS43160;SCS;SP ABC/BAIXADA;01/03/2018;4;27;;;48 561;8 100;22 170;2 079;60,02%;10,01%;27,40%;2,57%;13 617;12 557;8 792;208;8 146;3 210;11 356;4,28;2,52;1,95;0,65;4;8;2;0;14;41;21;
SP ABC/BAIXADA43160;STA43160;STA;SP ABC/BAIXADA;01/03/2018;5;22;;;46 784;6 600;21 080;2 416;60,85%;8,58%;27,42%;3,14%;8 214;8 778;7 167;242;8 206;3 468;11 674;4,01;1,9;1,81;0,7;5;4;3;0;12;79;50;
SP ABC/BAIXADA43160;STO43160;STO;SP ABC/BAIXADA;01/03/2018;3;14;;;29 453;4 200;19 750;1 466;53,68%;7,65%;35,99%;2,67%;6 857;6 491;6 654;147;6 462;2 798;9 260;3,18;1,5;2,13;0,52;2;7;3;0;12;98;0;SP ABC/BAIXADA43160
SP CENTRO43160;EPL43160;EPL;SP CENTRO;01/03/2018;9;31;;;59 770;9 300;30 160;2 735;58,62%;9,12%;29,58%;2,68%;1 000;0;9 803;274;9 213;6 246;15 460;3,87;1,49;1,95;0,44;8;5;1;0;14;89;27;
SP CENTRO43160;ERE43160;ERE;SP CENTRO;01/03/2018;5;10;;;30 590;3 000;19 950;2 661;54,43%;5,34%;35,50%;4,73%;11 270;5 914;7 914;266;7 597;3 234;10 831;2,82;0,93;1,84;0,82;5;0;0;0;5;87;120;
SP CENTRO43160;SBK43160;SBK;SP CENTRO;01/03/2018;2;10;;;18 028;3 000;13 290;1 640;50,14%;8,34%;36,96%;4,56%;3 069;4 965;5 014;164;3 568;1 346;4 913;3,67;2,23;2,7;1,22;2;5;2;0;9;92;26;
SP CENTRO43160;SJA43160;SJA;SP CENTRO;01/03/2018;2;6;;;23 024;1 800;13 490;1 095;58,42%;4,57%;34,23%;2,78%;9 652;5 422;5 446;110;4 632;1 976;6 608;3,48;0,91;2,04;0,55;2;2;2;0;6;66;33;
SP CENTRO43160;SPB43160;SPB;SP CENTRO;01/03/2018;3;22;;;32 529;6 600;20 910;1 020;53,27%;10,81%;34,25%;1,67%;10 272;8 088;8 292;102;7 412;3 082;10 494;3,1;2,14;1,99;0,33;3;0;1;0;4;90;79;
SP CENTRO43160;SPC43160;SPC;SP CENTRO;01/03/2018;2;14;;;12 246;4 200;10 690;2 582;41,21%;14,13%;35,97%;8,69%;3 826;4 308;4 049;258;3 768;1 639;5 407;2,26;2,56;1,98;1,57;2;6;1;0;9;48;266;
SP CENTRO43160;SPG43160;SPG;SP CENTRO;01/03/2018;5;21;;;34 560;6 300;21 520;1 994;53,69%;9,79%;33,43%;3,10%;3 630;9 387;8 023;199;8 596;3 764;12 360;2,8;1,67;1,74;0,53;5;7;4;0;16;47;59;
SP CENTRO43160;SPP43160;SPP;SP CENTRO;01/03/2018;10;42;;;86 262;12 600;30 990;3 178;64,84%;9,47%;23,30%;2,39%;10 321;9 520;10 705;318;9 530;4 311;13 840;6,23;2,92;2,24;0,74;9;4;1;0;14;88;0;SP CENTRO43160
SP CENTRO43160;SPS43160;SPS;SP CENTRO;01/03/2018;3;21;;;26 216;6 300;29 540;2 753;40,45%;9,72%;45,58%;4,25%;7 916;10 152;10 517;275;9 556;3 595;13 151;1,99;1,75;2,25;0,77;3;7;4;0;14;97;1;
SP CENTRO43160;SPV43160;SPV;SP CENTRO;01/03/2018;3;4;;;22 440;1 200;15 970;1 200;54,99%;2,94%;39,13%;2,94%;3 650;6 193;5 959;120;3 243;1 088;4 331;5,18;1,1;3,69;1,1;3;1;0;0;4;83;0;SP CENTRO43160
SP CENTRO43160;TTE43160;TTE;SP CENTRO;01/03/2018;4;20;;;28 239;6 000;27 900;4 021;42,68%;9,07%;42,17%;6,08%;5 321;10 976;10 980;402;9 438;2 749;12 188;2,32;2,18;2,29;1,46;4;5;4;0;13;98;170;
SP INTERIOR43160;CPS43160;CPS;SP INTERIOR;01/03/2018;5;21;;;55 136;6 300;19 510;1 048;67,24%;7,68%;23,79%;1,28%;10 105;6 683;6 687;105;6 769;2 679;9 447;5,84;2,35;2,07;0,39;5;7;1;0;13;70;5;
SP INTERIOR43160;CPV43160;CPV;SP INTERIOR;01/03/2018;3;21;;;31 051;6 300;17 580;2 659;53,92%;10,94%;30,53%;4,62%;6 610;7 334;7 149;266;6 047;2 315;8 362;3,71;2,72;2,1;1,15;3;7;0;0;10;100;19;
