site;mois;poids
FRPL37;4;0,99
FRPL38;4;1,903
FRPL44;4;4,256
FRPL45;4;3,76
FRPL46;4;4,2768
FRPL47;4;2,39
FRPL50;4;5,014
FRPL53;4;4,46
FRPL55;4;2,97
FRPL56;4;4,114
FRPL63;4;1,47
FRPL67;4;0,891
FRPN43;4;2,4948
FRPV97;4;0,3765
FRPW32;4;0,79
FRPW33;4;3,47
FRPW54;4;0,95
FRPW93;4;4,263
FRPW98;4;2,24
FRPX77;4;4,246
FRPX86;4;1,782
FRPYCK;4;2,4111
FRPYIP;4;0,753
FRPZ80;4;1,31
FRPZ81;4;2,1
FRPZ87;4;2,2
FRPZ92;4;0,18
FRPZ99;4;0,48
FRPA01;5;5,52
FRPA13;5;5,978
FRPA36;5;2,31
FRPA49;5;0,185
FRPA51;5;3,571
FRPA56;5;0
FRPA69;5;6,344
FRPA90;5;0
FRPA94;5;6,174
FRPACX;5;2,85
FRPAD8;5;2,15
FRPADB;5;2,27
FRPADI;5;1,08
FRPADQ;5;2,344
FRPAEA;5;1,636
FRPAEU;5;0,51
FRPAFS;5;3,12
FRPAFT;5;2,7
FRPAFW;5;2,07
FRPAFX;5;0,4
FRPAGC;5;2,03
FRPAGF;5;2,84
FRPAGG;5;2,66
FRPAGJ;5;0,29
FRPAH3;5;2,16
FRPAHP;5;1,259
FRPAI3;5;2,02
FRPAIP;5;2,16
FRPAIR;5;3,92
FRPAIX;5;1,575
FRPAIZ;5;2,35
FRPAJW;5;1,057
FRPAKC;5;2,48
FRPAKF;5;2,08
FRPAKG;5;1,7
FRPAKH;5;4,3
FRPAKX;5;2,96
FRPAL9;5;2,596
FRPAM2;5;1,26
FRPAM3;5;2,973
FRPAM7;5;2,22
FRPAME;5;2,88
FRPAMK;5;4,588
FRPAN3;5;2,49
FRPAN6;5;2,72
FRPAP1;5;2,47
FRPASF;5;1,089
FRPAWI;5;3,954
FRPB30;5;3,61
FRPB48;5;2,84
FRPB66;5;1,569
FRPBB3;5;4,45
FRPBB4;5;6,56
FRPBB6;5;0,7
FRPC16;5;0
FRPC23;5;1,03
FRPC38;5;0,54
FRPC42;5;0
FRPC43;5;0,54
FRPC44;5;0
FRPC48;5;3,04
FRPCC1;5;1,098
FRPCFI;5;2,42
FRPCGD;5;4,5
FRPCGE;5;2,88
FRPCGF;5;3,24
FRPCGP;5;5,04
FRPCIP;5;2,724
FRPD28;5;2,67
FRPD45;5;3,73
FRPD55;5;2,66
FRPD56;5;0,52
FRPD83;5;2,67
FRPD84;5;1,517
FRPD85;5;1,42
FRPD89;5;3,72
FRPD90;5;0,967
FRPD93;5;2,84
FRPD98;5;0,18
FRPE01;5;3,78
FRPE15;5;2,357
FRPE16;5;2,891
FRPE17;5;2,201
FRPE18;5;3,069
FRPE19;5;1,171
FRPE20;5;3,18
FRPE24;5;3,161
FRPE26;5;2,162
FRPE27;5;1,889
FRPE35;5;2,88
FRPE36;5;3,121
FRPE38;5;2,296
FRPE47;5;2,792
FRPE52;5;3,6
FRPE53;5;3,831
FRPE56;5;3,498
FRPE64;5;0,999
FRPE70;5;3,55
FRPE74;5;2,54
FRPE75;5;4,64
FRPE78;5;3,396
FRPE83;5;4,715
FRPE89;5;5,04
FRPE90;5;2,13
FRPE91;5;0,87
FRPE95;5;3,375
FRPE96;5;1,14
FRPE98;5;1,97
FRPF03;5;2,324
FRPF04;5;0
FRPF08;5;3,486
FRPF12;5;2,55
FRPF13;5;4,852
FRPF19;5;0,806
FRPF20;5;2,66
FRPF24;5;0,548
FRPF26;5;2,078
FRPF30;5;2,49
FRPF48;5;0,637
FRPF49;5;2,16
FRPF50;5;4,63
FRPF58;5;2,302
FRPF59;5;2,16
FRPF64;5;1,01
FRPF67;5;3,38
FRPF69;5;3,07
FRPF70;5;2,16
FRPF71;5;2,707
FRPF72;5;0,28
FRPF74;5;2,599
FRPF79;5;1,61
FRPF80;5;3,04
FRPF81;5;1,245
FRPF82;5;4,27
FRPF84;5;2,305
FRPF85;5;2,04
FRPF89;5;2,7
FRPF90;5;0
FRPG01;5;2,14
FRPG02;5;2,7
FRPG06;5;3,29
FRPG11;5;0
FRPG13;5;3,653
FRPG15;5;2,343
FRPG17;5;0,923
FRPG23;5;1,41
FRPG25;5;0,514
FRPG29;5;2,16
FRPG30;5;2,28
FRPG31;5;0,89
FRPG33;5;2,878
FRPG35;5;6,092
FRPG36;5;3,55
FRPG37;5;3,136
FRPG40;5;4,419
FRPG41;5;2,095
FRPG42;5;1,742
FRPG43;5;0
FRPG53;5;2,226
FRPG54;5;2,793
FRPG59;5;1,54
FRPG63;5;2,84
FRPG72;5;3,58
FRPG73;5;2,277
FRPG77;5;2,84
FRPG78;5;2,36
FRPG81;5;1,32
FRPG84;5;3,437
FRPG88;5;1,94
FRPG93;5;2,386
FRPG94;5;2,233
FRPH02;5;3,398
FRPH03;5;1,8
FRPH05;5;2,66
FRPH07;5;3,334
FRPH11;5;5,591
FRPH15;5;4,43
FRPH21;5;4,63
FRPH22;5;2,332
FRPH23;5;4,295
FRPH25;5;1,83
FRPH26;5;3,635
FRPH28;5;1,34
FRPH30;5;1,703
FRPH35;5;2,13
FRPH38;5;0,817
FRPH43;5;0,282
FRPH46;5;2,55
FRPH47;5;1,631
FRPH48;5;2,252
FRPH49;5;3,366
FRPH50;5;2,266
FRPH51;5;4,221
FRPH58;5;1,948
FRPH60;5;0,84
FRPH61;5;0,907
FRPH64;5;1,44
FRPH65;5;2,58
FRPH69;5;1,24
FRPH73;5;3,47
FRPH75;5;2,35
FRPH77;5;2,74
FRPH80;5;2,275
FRPH81;5;1,43
FRPH93;5;4,644
FRPH94;5;0,51
FRPH95;5;4,948
FRPH96;5;0,591
FRPH97;5;2,15
FRPH98;5;0
FRPI02;5;1,53
FRPI04;5;2,16
FRPI08;5;4,28
FRPI09;5;1,62
FRPI10;5;4,152
FRPI11;5;2,245
FRPI12;5;3,38
FRPI14;5;2,449
FRPI15;5;2,66
FRPI17;5;3,23
FRPI18;5;2,2
FRPI20;5;1,58
FRPI21;5;4,5
FRPI24;5;1,31
FRPI33;5;1,82
FRPI34;5;3,1
FRPI35;5;2,2
FRPI38;5;2,52
FRPI39;5;3,192
FRPI40;5;3,942
FRPI43;5;3,01
FRPI47;5;2,64
FRPI48;5;0,72
FRPI51;5;2,385
FRPI56;5;0,93
FRPI58;5;4,87
FRPI59;5;5,19
FRPI61;5;1,29
FRPI71;5;4,09
FRPI72;5;2,322
FRPI73;5;0
FRPI79;5;2,4
FRPI82;5;2,18
FRPI87;5;0,74
FRPI89;5;2,16
FRPI95;5;2,78
FRPI96;5;3,55
FRPI97;5;3,108
FRPI98;5;0,43
FRPJ02;5;2,12
FRPJ05;5;0,71
FRPJ06;5;3,65
FRPJ07;5;3,82
FRPJ09;5;3,232
FRPJ11;5;2,16
FRPJ16;5;0,867
FRPJ20;5;1,33
FRPJ23;5;3,92
FRPJ24;5;0,54
FRPJ26;5;1,2
FRPJ28;5;1,732
FRPJ30;5;1,902
FRPJ32;5;0,3
FRPJ39;5;0,77
FRPJ42;5;1,538
FRPJ44;5;3,769
FRPJ46;5;3,06
FRPJ47;5;0,4
FRPJ49;5;1,81
FRPJ52;5;0,347
FRPJ55;5;3,005
FRPJ61;5;0,4
FRPJ62;5;3,215
FRPJ65;5;3,204
FRPJ66;5;1,906
FRPJ78;5;1,326
FRPJ80;5;0,72
FRPJ81;5;0,87
FRPJ82;5;0
FRPJ84;5;4,25
FRPJ89;5;1,52
FRPJ90;5;1,52
FRPJ91;5;1,7
FRPJ92;5;3,33
FRPJ93;5;3,378
FRPJ96;5;3,17
FRPJA1;5;3,14
FRPK07;5;3,52
FRPK08;5;2,12
FRPK10;5;3,081
FRPK11;5;2,873
FRPK14;5;4,45
FRPK16;5;1,55
FRPK17;5;3,821
FRPK18;5;1,79
FRPK25;5;7,95
FRPK28;5;1,53
FRPK29;5;2,46
FRPK49;5;3,8
FRPK54;5;0
FRPK55;5;0,72
FRPK56;5;1,62
FRPK57;5;1,78
FRPK59;5;1,831
FRPK63;5;2,88
FRPK65;5;2,31
FRPK67;5;5,13
FRPK68;5;2,511
FRPK69;5;0,72
FRPK70;5;2,66
FRPK75;5;0
FRPK76;5;1,8
FRPK83;5;1,593
FRPK85;5;1,314
FRPK87;5;2,632
FRPK89;5;1,39
FRPK95;5;0,24
FRPK96;5;0,88
FRPK97;5;1,627
FRPK98;5;2,312
FRPL01;5;2,54
FRPL04;5;1,458
FRPL10;5;4,83
FRPL14;5;3,784
FRPL16;5;1,44
FRPL21;5;2,151
FRPL22;5;2,16
FRPL25;5;1,64
FRPL26;5;1,001
FRPL27;5;3,384
FRPL28;5;2,44
FRPL31;5;4,16
FRPL32;5;1,538
FRPL37;5;1,14
FRPL38;5;1,539
FRPL44;5;3,397
FRPL45;5;3,74
FRPL46;5;5,35
FRPL47;5;3,89
FRPL50;5;4,089
FRPL53;5;5,36
FRPL55;5;4,06
FRPL56;5;3,651
FRPL63;5;2,072
FRPL67;5;2,67
FRPM31;5;0
FRPN43;5;2,48
FRPV97;5;0,81
FRPW32;5;3,18
FRPW33;5;2,6
FRPW54;5;0,41
FRPW93;5;3,035
FRPW98;5;1,63
FRPX77;5;8,115
FRPX86;5;1,61
FRPYAB;5;2,12
FRPYCK;5;3,16
FRPYIP;5;1,09
FRPZ80;5;1,01
FRPZ81;5;2,88
FRPZ87;5;4,04
FRPZ92;5;0
FRPZ99;5;0,6
FRPA01;6;4,86
FRPA13;6;3,591
FRPA36;6;1,9602
FRPA41;6;0,16
FRPA49;6;0,594
FRPA51;6;3,879
FRPA69;6;5
FRPA90;6;0
FRPA94;6;5,674
FRPACX;6;3,94
FRPAD8;6;1,44
FRPADB;6;1,8124
FRPADI;6;2,16
FRPADQ;6;4,546
FRPAEA;6;1,963
FRPAEU;6;0,5076
FRPAFS;6;3,36
FRPAFT;6;2,68
FRPAFW;6;2,215
FRPAFX;6;0,8
FRPAGC;6;3,02
FRPAGF;6;3,3858
FRPAGG;6;3,2076
FRPAGJ;6;1,94
FRPAH3;6;2,16
FRPAHP;6;0,831
FRPAI3;6;2,9187
FRPAIP;6;1,42
FRPAIR;6;3,3858
FRPAIX;6;2,447
FRPAIZ;6;5,16
FRPAJW;6;1,339
FRPAKC;6;3,2076
FRPAKF;6;4,57
FRPAKG;6;1,4
FRPAKH;6;4,8222
FRPAKX;6;2,85
FRPAL9;6;2,792
FRPAM3;6;2,785
FRPAM7;6;1,48
FRPAME;6;3,12
FRPAMK;6;6,564
FRPAN3;6;2,1384
FRPAN6;6;3,0304
FRPAP1;6;2,9484
FRPASF;6;1,253
FRPAWI;6;3,643
FRPB30;6;2,9
FRPB48;6;2,673
FRPB66;6;2,106
FRPBB3;6;1,5
FRPBB4;6;7,82
FRPBB6;6;1,809
FRPC23;6;1,98
FRPC43;6;1,08
FRPC48;6;3,807
FRPC83;6;0,43
FRPCC1;6;1,118
FRPCFI;6;2,2842
FRPCGD;6;3,78
FRPCGE;6;2,52
FRPCGF;6;3,6
FRPCGP;6;5,22
FRPCIP;6;4,231
FRPD28;6;2,8512
FRPD45;6;5,65
FRPD55;6;2,673
FRPD56;6;2,46
FRPD83;6;2,673
FRPD84;6;2,319
FRPD85;6;1,2474
FRPD89;6;4,452
FRPD90;6;1,074
FRPD93;6;3,564
FRPD98;6;1,5228
FRPE01;6;4,91
FRPE15;6;1,468
FRPE16;6;2,756
FRPE17;6;2,546
FRPE18;6;2,986
FRPE19;6;1,001
FRPE20;6;2,825
FRPE24;6;3,356
FRPE26;6;2,29
FRPE27;6;1,98
FRPE35;6;0,72
FRPE36;6;4,384
FRPE38;6;3,736
FRPE47;6;2,631
FRPE52;6;4,33
FRPE53;6;5,85
FRPE56;6;3,635
FRPE64;6;1,362
FRPE70;6;2,8512
FRPE74;6;2,96
FRPE75;6;7,128
FRPE78;6;5,076
FRPE83;6;3,932
FRPE89;6;3,78
FRPE90;6;2,673
FRPE91;6;1,785
FRPE95;6;4,37
FRPE96;6;1,5228
FRPE98;6;1,6038
FRPF03;6;2,026
FRPF04;6;0,72
FRPF08;6;3,485
FRPF12;6;1,9035
FRPF13;6;3,454
FRPF19;6;0,826
FRPF20;6;2,673
FRPF24;6;1,382
FRPF26;6;2,246
FRPF30;6;2,8512
FRPF48;6;1,289
FRPF49;6;1,44
FRPF50;6;5,28
FRPF58;6;3,297
FRPF59;6;2,16
FRPF64;6;1,23
FRPF67;6;3,564
FRPF69;6;2,24
FRPF70;6;2,16
FRPF71;6;2,198
FRPF72;6;0,7
FRPF74;6;2,863
FRPF79;6;4,11
FRPF80;6;4,41
FRPF81;6;1,95
FRPF82;6;3,3858
FRPF84;6;2,952
FRPF85;6;2,0304
FRPF89;6;2,7
FRPG01;6;1,52
FRPG02;6;2,46
FRPG06;6;7,64
FRPG11;6;0
FRPG13;6;2,937
FRPG15;6;3,589
FRPG17;6;1,234
FRPG23;6;1,16
FRPG25;6;1,022
FRPG29;6;0,72
FRPG30;6;1,527
FRPG31;6;3,2076
FRPG33;6;2,192
FRPG35;6;6,106
FRPG36;6;2,673
FRPG37;6;3,586
FRPG40;6;2,956
FRPG41;6;1,738
FRPG42;6;2,263
FRPG43;6;1,07
FRPG53;6;2,06
FRPG54;6;3,439
FRPG59;6;1,16
FRPG63;6;3,564
FRPG72;6;3,57
FRPG73;6;2,403
FRPG77;6;3,0294
FRPG78;6;3,46
FRPG79;6;3,12
FRPG81;6;1,462
FRPG84;6;3,359
FRPG88;6;2,48
FRPG93;6;2,964
FRPG94;6;1,828
FRPH02;6;3,785
FRPH03;6;1,64
FRPH05;6;2,8512
FRPH07;6;3,144
FRPH11;6;5,998
FRPH15;6;5,145
FRPH21;6;4,235
FRPH22;6;2,723
FRPH23;6;3,96
FRPH25;6;2,47
FRPH26;6;5,33
FRPH28;6;1,64
FRPH30;6;2,293
FRPH35;6;2,8512
FRPH38;6;0,879
FRPH46;6;4,27
FRPH47;6;2,429
FRPH48;6;2,06
FRPH49;6;3,48
FRPH50;6;3,121
FRPH51;6;4,524
FRPH58;6;1,633
FRPH60;6;1,48
FRPH61;6;1,448
FRPH64;6;2,16
FRPH65;6;4,28
FRPH67;6;4,2768
FRPH69;6;1,112
FRPH73;6;5,837
FRPH75;6;2,52
FRPH77;6;2,96
FRPH80;6;3,108
FRPH81;6;5,346
FRPH84;6;0,96
FRPH93;6;4,134
FRPH94;6;0,65
FRPH95;6;5,893
FRPH96;6;1,198
FRPH97;6;3,0456
FRPH98;6;0
FRPI02;6;1,7766
FRPI04;6;0,72
FRPI08;6;5,346
FRPI09;6;1,62
FRPI10;6;4,72
FRPI11;6;3,405
FRPI12;6;4,3
FRPI14;6;2,672
FRPI15;6;3,564
FRPI17;6;2,71
FRPI18;6;2,228
FRPI20;6;2,047
FRPI21;6;6,3
FRPI24;6;2,36
FRPI33;6;1,6
FRPI34;6;2,72
FRPI35;6;3,745
FRPI38;6;3,123
FRPI39;6;2,01
FRPI40;6;3,356
FRPI43;6;1,9602
FRPI47;6;3,6
FRPI48;6;0,72
FRPI51;6;3,142
FRPI56;6;1,04
FRPI58;6;6,23
FRPI59;6;6,11
FRPI61;6;1,28
FRPI71;6;3,564
FRPI72;6;2,882
FRPI73;6;0
FRPI79;6;3,308
FRPI82;6;3,96
FRPI87;6;19,8
FRPI95;6;2,538
FRPI96;6;3,2076
FRPI97;6;3,525
FRPI98;6;2,0304
FRPJ02;6;2,673
FRPJ05;6;0,4
FRPJ06;6;4,69
FRPJ07;6;4,667
FRPJ09;6;4,355
FRPJ11;6;3,78
FRPJ16;6;1
FRPJ20;6;1,75
FRPJ23;6;4,2768
FRPJ26;6;1
FRPJ28;6;2,968
FRPJ30;6;2,519
FRPJ39;6;1,46
FRPJ42;6;2,264
FRPJ44;6;4,198
FRPJ46;6;2,538
FRPJ47;6;2,63
FRPJ49;6;2,36
FRPJ52;6;0,917
FRPJ55;6;3,333
FRPJ61;6;1
FRPJ62;6;4,05
FRPJ65;6;2,82
FRPJ66;6;2,452
FRPJ67;6;0,99
FRPJ78;6;1,723
FRPJ80;6;0
FRPJ81;6;1,15
FRPJ84;6;4,61
FRPJ89;6;1,5228
FRPJ90;6;3,0456
FRPJ91;6;1,6
FRPJ92;6;3,428
FRPJ93;6;3,95
FRPJ96;6;1,5959
FRPJA1;6;2,85
FRPK07;6;3,851
FRPK08;6;2,1384
FRPK10;6;3,548
FRPK11;6;3,529
FRPK14;6;3,7422
FRPK16;6;2,86
FRPK17;6;4,27
FRPK18;6;2,1384
FRPK25;6;7,65
FRPK28;6;2,0304
FRPK29;6;2,59
FRPK49;6;3,608
FRPK54;6;0,5076
FRPK57;6;0,891
FRPK59;6;1,717
FRPK65;6;1,6038
FRPK67;6;3,78
FRPK68;6;4,229
FRPK69;6;0,72
FRPK70;6;2,1384
FRPK76;6;2,7
FRPK83;6;1,976
FRPK85;6;1,607
FRPK87;6;3,452
FRPK89;6;2,0304
FRPK95;6;0,32255
FRPK96;6;0,48
FRPK97;6;1,776
FRPK98;6;3,809
FRPL01;6;2,87
FRPL04;6;2,894
FRPL10;6;4,81
FRPL14;6;2,736
FRPL16;6;1,44
FRPL21;6;2,798
FRPL22;6;2,16
FRPL25;6;2,044
FRPL26;6;1,605
FRPL27;6;2,756
FRPL28;6;3,1
FRPL31;6;9,04
FRPL32;6;1,949
FRPL37;6;0,82
FRPL38;6;1,604
FRPL44;6;1,972
FRPL45;6;2,28
FRPL46;6;4,0986
FRPL47;6;2,37
FRPL50;6;6,345
FRPL53;6;5,03
FRPL55;6;2,895
FRPL56;6;1,803
FRPL63;6;2,156
FRPL67;6;4,455
FRPN43;6;3,564
FRPR24;6;1,506
FRPV97;6;0,89
FRPW32;6;1,92
FRPW33;6;5,2
FRPW54;6;0,76
FRPW93;6;4,477
FRPW98;6;2,39
FRPX77;6;6,312
FRPX86;6;1,4256
FRPYAB;6;2,673
FRPYCK;6;5,3298
FRPYIP;6;1,092
FRPYIQ;6;0,58
FRPZ80;6;1,05
FRPZ81;6;1,98
FRPZ87;6;2,49
FRPZ99;6;0,594
FRPA01;7;5,34
FRPA13;7;2,48
FRPA36;7;1,6038
FRPA41;7;1,53
FRPA49;7;0,554
FRPA51;7;2,909
FRPA56;7;0
FRPA69;7;4,92
FRPA90;7;0
FRPA94;7;6,151
FRPACX;7;3,35
FRPAD8;7;1,98
FRPADB;7;1,2224
FRPADI;7;2,12
FRPADQ;7;3,325
FRPAEA;7;1,368
FRPAEU;7;1,0152
FRPAFS;7;4,8
FRPAFT;7;2,75
FRPAFW;7;2,445
FRPAFX;7;0,75
FRPAGC;7;3,04
FRPAGF;7;2,4948
FRPAGG;7;2,1384
FRPAGJ;7;2,35
FRPAH3;7;0,31
FRPAHP;7;0,982
FRPAI3;7;2,9187
FRPAIP;7;2,42
FRPAIR;7;3,3858
FRPAIX;7;2
FRPAIZ;7;3,15
FRPAJW;7;0,69
FRPAKC;7;2,3166
FRPAKF;7;2,9
FRPAKG;7;1,16
FRPAKH;7;4,6953
FRPAKX;7;1,83
FRPAL9;7;2,144
FRPAM3;7;3,616
FRPAM7;7;1,607
FRPAME;7;2,4
FRPAMK;7;6,891
FRPAN3;7;1,782
FRPAN6;7;2,1228
FRPAP1;7;3,3291
FRPASF;7;1,059
FRPAWI;7;3,34
FRPB30;7;2,88
FRPB48;7;2,8512
FRPB66;7;1,847
FRPBB3;7;4,273
FRPBB4;7;6,11
FRPBB6;7;0,79
FRPC16;7;0,3564
FRPC23;7;1,74
FRPC38;7;0
FRPC42;7;6,48
FRPC43;7;5,94
FRPC44;7;1,08
FRPC48;7;3,2994
FRPC83;7;1,423
FRPCC1;7;0,545
FRPCFI;7;2,0304
FRPCGD;7;4,5
FRPCGE;7;3,42
FRPCGF;7;4,5
FRPCGP;7;5,04
FRPCIP;7;4,312
FRPD28;7;2,8512
FRPD45;7;4,43
FRPD55;7;1,6038
FRPD56;7;3,63
FRPD83;7;2,8512
FRPD84;7;2,726
FRPD85;7;0,1782
FRPD89;7;4,059
FRPD90;7;2,351
FRPD93;7;2,8512
FRPD98;7;1,6497
FRPE01;7;4,27
FRPE15;7;2,098
FRPE16;7;3,777
FRPE17;7;2,257
FRPE18;7;2,146
FRPE19;7;0,745
FRPE20;7;2,724
FRPE24;7;3,41
FRPE26;7;2,855
FRPE27;7;2,447
FRPE35;7;3,6
FRPE36;7;4,019
FRPE38;7;4,477
FRPE47;7;3,715
FRPE52;7;2,83
FRPE53;7;5,085
FRPE56;7;2,711
FRPE64;7;1,367
FRPE70;7;2,673
FRPE74;7;2,17
FRPE75;7;4,8114
FRPE78;7;2,923
FRPE83;7;3,835
FRPE89;7;5,04
FRPE90;7;2,8512
FRPE91;7;1,078
FRPE95;7;3,235
FRPE96;7;1,5228
FRPE98;7;1,6038
FRPF03;7;2,448
FRPF04;7;1,22
FRPF08;7;4,021
FRPF12;7;1,7766
FRPF13;7;4,163
FRPF15;7;0,7128
FRPF19;7;0,678
FRPF20;7;2,4948
FRPF24;7;1,33
FRPF26;7;1,336
FRPF30;7;2,8512
FRPF48;7;0,953
FRPF49;7;1,22
FRPF50;7;3,667
FRPF58;7;2,499
FRPF59;7;2,32
FRPF64;7;0,99
FRPF67;7;4,455
FRPF69;7;1,815
FRPF70;7;2,64
FRPF71;7;2,439
FRPF72;7;0,74
FRPF74;7;2,652
FRPF79;7;4,04
FRPF80;7;4,1
FRPF81;7;1,644
FRPF82;7;3,564
FRPF84;7;2,379
FRPF85;7;2,2842
FRPF89;7;1,52
FRPF90;7;0
FRPG01;7;1,44
FRPG02;7;1,88
FRPG06;7;8,34
FRPG11;7;0
FRPG13;7;3,032
FRPG15;7;3,106
FRPG17;7;2,177
FRPG23;7;0,93
FRPG25;7;0,977
FRPG29;7;1,72
FRPG30;7;2,142
FRPG31;7;3,0294
FRPG33;7;1,322
FRPG35;7;5,949
FRPG36;7;2,8512
FRPG37;7;4,01
FRPG40;7;1,951
FRPG41;7;1,959
FRPG42;7;1,547
FRPG43;7;1,05
FRPG53;7;2,138
FRPG54;7;3,859
FRPG59;7;1,2
FRPG63;7;2,8512
FRPG72;7;4,288
FRPG73;7;2,131
FRPG77;7;3,564
FRPG78;7;2,81
FRPG79;7;2,585
FRPG81;7;1,121
FRPG84;7;3,492
FRPG88;7;1,79
FRPG93;7;2,213
FRPG94;7;3,672
FRPH02;7;3,563
FRPH03;7;1,36
FRPH05;7;2,673
FRPH07;7;3,038
FRPH11;7;4,221
FRPH15;7;4,303
FRPH21;7;4,135
FRPH22;7;2,454
FRPH23;7;4,702
FRPH25;7;2,98
FRPH26;7;5,206
FRPH28;7;6,58
FRPH30;7;2,21
FRPH35;7;2,8512
FRPH38;7;0,804
FRPH43;7;0,552
FRPH46;7;1,99
FRPH47;7;1,129
FRPH48;7;2,283
FRPH49;7;3,866
FRPH50;7;2,041
FRPH51;7;3,088
FRPH58;7;2,313
FRPH60;7;2,22
FRPH61;7;1,593
FRPH64;7;1,08
FRPH65;7;2,7
FRPH67;7;3,9204
FRPH69;7;1,4
FRPH73;7;5,326
FRPH75;7;3,6
FRPH77;7;3,29
FRPH80;7;2,51
FRPH81;7;4,2768
FRPH93;7;4,203
FRPH94;7;1,18
FRPH95;7;5,389
FRPH96;7;1,061
FRPH97;7;3,0456
FRPH98;7;0
FRPI02;7;1,9035
FRPI04;7;2,88
FRPI08;7;3,2076
FRPI09;7;1,16
FRPI10;7;5,261
FRPI11;7;3,583
FRPI12;7;4,77
FRPI14;7;4,381
FRPI15;7;4,8114
FRPI16;7;4,455
FRPI17;7;3,175
FRPI18;7;2,995
FRPI20;7;2,745
FRPI21;7;5,035
FRPI24;7;1,48
FRPI33;7;2,01
FRPI34;7;2,54
FRPI35;7;3,225
FRPI38;7;2,854
FRPI39;7;2,35
FRPI40;7;2,939
FRPI43;7;1,0692
FRPI47;7;2,4
FRPI48;7;1,56
FRPI51;7;2,257
FRPI56;7;0,91
FRPI58;7;5,03
FRPI59;7;5,04
FRPI61;7;0,93
FRPI71;7;3,564
FRPI72;7;2,571
FRPI73;7;1,4256
FRPI79;7;2,651
FRPI82;7;2,235
FRPI87;7;15,84
FRPI89;7;0,84
FRPI95;7;3,1725
FRPI96;7;3,0294
FRPI97;7;2,815
FRPI98;7;1,728
FRPJ02;7;2,3166
FRPJ05;7;0,63
FRPJ06;7;5,34
FRPJ07;7;3,251
FRPJ09;7;2,931
FRPJ11;7;4,02
FRPJ16;7;1,043
FRPJ20;7;3,46
FRPJ23;7;4,2768
FRPJ24;7;0
FRPJ26;7;1,2
FRPJ28;7;1,711
FRPJ30;7;2,311
FRPJ39;7;1,33
FRPJ42;7;2,617
FRPJ44;7;2,958
FRPJ46;7;2,6649
FRPJ47;7;1,89
FRPJ49;7;1,87
FRPJ52;7;0,343
FRPJ55;7;2,41
FRPJ61;7;0,775
FRPJ62;7;3,815
FRPJ65;7;2,98
FRPJ66;7;1,88
FRPJ67;7;2,802
FRPJ78;7;1,003
FRPJ80;7;0
FRPJ81;7;1,18
FRPJ82;7;0
FRPJ84;7;3,565
FRPJ89;7;2,6649
FRPJ90;7;2,7918
FRPJ91;7;4,35
FRPJ92;7;5,284
FRPJ93;7;2,478
FRPJ96;7;2,0304
FRPJA1;7;5,79
FRPK07;7;3,56
FRPK08;7;2,1384
FRPK10;7;3,541
FRPK11;7;2,355
FRPK14;7;4,6332
FRPK16;7;3,23
FRPK17;7;3,235
FRPK18;7;2,673
FRPK25;7;7,375
FRPK28;7;2,0304
FRPK29;7;2,445
FRPK49;7;2,891
FRPK54;7;1,0152
FRPK55;7;0
FRPK56;7;3,24
FRPK57;7;0,891
FRPK59;7;1,765
FRPK63;7;2,44
FRPK65;7;1,9602
FRPK67;7;3,367
FRPK68;7;4,363
FRPK69;7;0
FRPK70;7;2,8512
FRPK75;7;0,54
FRPK76;7;2,14
FRPK83;7;1,653
FRPK85;7;1,387
FRPK87;7;3,532
FRPK89;7;1,269
FRPK94;7;0,37
FRPK95;7;0,31
FRPK96;7;0,26
FRPK97;7;1,165
FRPK98;7;2,968
FRPL01;7;4,31
FRPL04;7;2,697
FRPL10;7;4,197
FRPL14;7;10,722
FRPL16;7;3,8
FRPL21;7;2,252
FRPL22;7;1,26
FRPL25;7;2,16
FRPL26;7;1,555
FRPL27;7;2,259
FRPL28;7;2,31
FRPL31;7;3,71
FRPL32;7;1,873
FRPL37;7;0,9
FRPL38;7;1,301
FRPL44;7;2,035
FRPL45;7;1,66
FRPL46;7;4,2768
FRPL47;7;2,79
FRPL50;7;3,847
FRPL53;7;4,186
FRPL55;7;2,61
FRPL56;7;2,991
FRPL63;7;1,666
FRPL67;7;3,564
FRPM31;7;0
FRPN43;7;2,8512
FRPR24;7;2,445
FRPV97;7;0,76
FRPW32;7;1,69
FRPW33;7;4,21
FRPW54;7;0,86
FRPW93;7;1,511
FRPW98;7;2,23
FRPX77;7;6,616
FRPX86;7;2,4948
FRPYAB;7;2,1384
FRPYCK;7;5,076
FRPYIP;7;0,44
FRPYIQ;7;0,72
FRPZ80;7;0,61
FRPZ81;7;3,42
FRPZ87;7;3,39
FRPZ92;7;0,8
FRPZ99;7;0,554
FRPA01;8;6,52
FRPA13;8;3,341
FRPA36;8;3,3858
FRPA41;8;2,013
FRPA49;8;0,718
FRPA51;8;3,214
FRPA69;8;6,7
FRPA90;8;0,6858
FRPA94;8;6,447
FRPACX;8;4,132
FRPAD8;8;2,34
FRPADB;8;2,3312
FRPADI;8;1,26
FRPADQ;8;3,289
FRPAEA;8;2,579
FRPAEU;8;1,3959
FRPAFS;8;4,32
FRPAFT;8;4,07
FRPAFW;8;3,436
FRPAFX;8;0,6
FRPAGC;8;3,5
FRPAGF;8;2,8512
FRPAGG;8;3,0294
